	LYL7	LYL8	LYL9	LYL10	LYL11	LYL12
ASV2096	0	0	0	0	0	0
ASV3399	0	0	0	0	0	0
ASV897	0	0	0	0	0	0
ASV699	0	0	0	0	0	0
ASV652	0	0	0	0	0	0
ASV2083	0	0	0	0	0	0
ASV3165	0	0	0	0.000429738	0	0
ASV4313	0	0	0	0	0.000572984	0
ASV215	0.002721673	0.002721673	0	0.000859476	0	0
ASV1399	0.000859476	0.002721673	0	0.00071623	0	0.000859476
ASV3214	0	0	0	0.000286492	0	0
ASV174	0	0	0	0	0	0.00143246
ASV4105	0	0	0.000286492	0	0	0
ASV2575	0.002291935	0	0	0.001002722	0	0.002435181
ASV1429	0	0.001718951	0	0	0	0
ASV314	0	0.002435181	0	0	0.000429738	0.001575705
ASV3243	0	0	0	0.000286492	0	0
ASV4450	0	0	0	0	0.000286492	0
ASV4690	0	0	0	0	0	0
ASV3430	0	0	0	0	0	0
ASV4697	0	0	0	0	0	0
ASV1937	0	0	0.00143246	0	0	0
ASV3621	0	0	0	0	0	0.006159576
ASV171	0	0.002005443	0	0.003008165	0	0.003724395
ASV521	0	0	0	0	0	0
ASV2739	0.000572984	0	0	0	0	0
ASV2511	0	0	0	0	0	0
ASV1800	0	0	0	0	0	0
ASV563	0	0	0	0	0	0
ASV3664	0	0	0	0	0	0.000286492
ASV481	0	0	0	0	0	0
ASV4303	0	0	0	0	0.00071623	0
ASV3155	0	0	0	0.000286492	0	0
ASV1034	0	0.000143246	0	0	0	0
ASV1459	0	0.001002722	0.00071623	0	0	0
ASV1251	0	0	0	0	0	0
ASV2623	0.000859476	0	0	0	0	0
ASV1878	0	0	0	0	0	0
ASV4261	0	0	0	0	0.001002722	0
ASV2775	0.000429738	0	0	0	0	0
ASV854	0	0	0.003151411	0.002578427	0	0.001862197
ASV2798	0.000143246	0	0	0	0	0
ASV3971	0	0	0.001145968	0	0	0
ASV951	0.000429738	0	0	0	0	0
ASV2813	0.000286492	0	0	0	0	0
ASV4124	0	0	0.000286492	0	0	0
ASV65	0.013035382	0.010313709	0.005586592	0.016473285	0.011746168	0.005013608
ASV4065	0	0	0.000572984	0	0	0
ASV1280	0	0	0	0	0	0
ASV2590	0.001289214	0	0	0	0	0
ASV946	0	0	0	0	0	0
ASV3039	0	0	0	0.00071623	0	0
ASV4	0.023778828	0.016473285	0.019911188	0.028362699	0.031370864	0.043403524
ASV27	0.010600201	0.013608366	0.011459676	0.00673256	0.009454233	0.005156854
ASV560	0	0	0	0	0	0
ASV4791	0	0	0	0	0	0
ASV3494	0	0	0	0	0	0
ASV3624	0	0	0	0	0	0.002721673
ASV3778	0	0	0	0	0	0.000143246
ASV1658	0	0.000572984	0	0	0	0
ASV1646	0	0.000286492	0.001002722	0	0	0
ASV262	0.003724395	0.000859476	0.000572984	0.002435181	0.002291935	0.002864919
ASV384	0	0.000859476	0.000859476	0.001002722	0	0.000429738
ASV260	0	0	0	0	0	0
ASV491	0	0	0	0	0	0
ASV1183	0	0.00071623	0.000143246	0	0	0
ASV158	0.002435181	0	0.002291935	0.002005443	0.001289214	0.010170463
ASV2110	0	0	0	0	0	0
ASV1823	0	0	0	0	0	0
ASV2655	0.00071623	0	0	0	0	0
ASV325	0	0	0	0	0	0
ASV2476	0	0	0	0	0	0
ASV1414	0.00071623	0.002864919	0	0	0.00143246	0
ASV1641	0	0.000286492	0	0	0	0
ASV1302	0	0	0	0	0	0
ASV1316	0	0.000286492	0	0	0	0
ASV4637	0	0	0	0	0	0
ASV2756	0.000143246	0	0	0	0	0
ASV728	0	0	0	0	0	0
ASV4692	0	0	0	0	0	0
ASV3607	0	0	0	0	0	0
ASV4068	0	0	0.000143246	0	0	0
ASV3387	0	0	0	0	0	0
ASV3713	0	0	0	0	0	0.000859476
ASV1001	0	0	0.000572984	0	0	0
ASV836	0.003008165	0.002864919	0.003581149	0.01131643	0.001145968	0
ASV4677	0	0	0	0	0	0
ASV1091	0	0.000429738	0	0	0	0.00071623
ASV2624	0.00071623	0	0	0	0	0
ASV1588	0	0.000572984	0	0	0	0
ASV3408	0	0	0	0	0	0
ASV2962	0	0	0	0.001289214	0	0
ASV1047	0.002578427	0.000429738	0.001145968	0	0.001002722	0.000286492
ASV4673	0	0	0	0	0	0
ASV2856	0.000143246	0	0	0	0	0
ASV3643	0	0	0	0	0	0.001862197
ASV486	0	0	0	0	0	0
ASV1902	0	0	0	0	0	0.000143246
ASV4606	0	0	0	0	0	0
ASV4333	0	0	0	0	0.00071623	0
ASV2452	0	0	0	0	0	0
ASV1029	0	0.000143246	0	0	0	0
ASV1613	0	0.000286492	0	0	0	0
ASV2240	0	0	0	0	0	0
ASV3733	0	0	0	0	0	0.00071623
ASV3475	0	0	0	0	0	0
ASV3314	0	0	0	0	0	0
ASV38	0.012319152	0.027359977	0.017762498	0.007305544	0.008451511	0.006589314
ASV3335	0	0	0	0	0	0
ASV2103	0	0	0	0	0	0
ASV2758	0.000286492	0	0	0	0	0
ASV3974	0	0	0.001145968	0	0	0
ASV3656	0	0	0	0	0	0.001575705
ASV2261	0	0	0	0	0	0
ASV698	0	0	0	0	0	0
ASV448	0	0	0	0	0	0.001575705
ASV4246	0	0	0	0	0.002435181	0
ASV3316	0	0	0	0	0	0
ASV2216	0	0	0	0	0	0
ASV4413	0	0	0	0	0.000143246	0
ASV1128	0.00071623	0	0.000143246	0	0.00071623	0
ASV2736	0.000572984	0	0	0	0	0
ASV1797	0	0.000143246	0	0	0	0
ASV1925	0	0	0	0	0.001575705	0.000859476
ASV4446	0	0	0	0	0.000286492	0
ASV1667	0	0.000429738	0	0	0	0
ASV2379	0	0	0	0	0	0
ASV1262	0	0	0	0.000286492	0.000859476	0.000429738
ASV2501	0	0	0	0	0	0
ASV4138	0	0	0.000143246	0	0	0
ASV2012	0	0	0	0	0	0
ASV4152	0	0	0.000286492	0	0	0
ASV2131	0	0	0	0	0	0
ASV4298	0	0	0	0	0.000429738	0
ASV3945	0	0	0.002148689	0	0	0
ASV3642	0	0	0	0	0	0.001575705
ASV478	0	0	0	0	0	0
ASV1216	0	0	0	0	0	0
ASV2579	0.001718951	0	0.002721673	0	0	0
ASV1390	0	0.003294657	0	0	0.001145968	0
ASV1728	0	0.000143246	0	0	0	0
ASV1607	0	0.000572984	0	0	0	0
ASV4090	0	0	0.000286492	0	0	0
ASV3801	0	0	0	0	0	0.000143246
ASV4773	0	0	0	0	0	0
ASV3184	0	0	0	0.000143246	0	0
ASV637	0	0	0	0	0	0
ASV4869	0	0	0	0	0	0
ASV4010	0	0	0.000859476	0	0.00071623	0
ASV3842	0	0	0	0	0	0.000143246
ASV3212	0	0	0	0.000286492	0	0
ASV58	0.00673256	0.004297379	0.008451511	0	0.005729838	0
ASV3436	0	0	0	0	0	0
ASV618	0.000859476	0.00143246	0.00071623	0.00744879	0.000429738	0.00071623
ASV4867	0	0	0	0	0	0
ASV3946	0	0	0.001718951	0	0	0
ASV2361	0	0	0	0	0	0
ASV4282	0	0	0	0	0.001145968	0
ASV2010	0	0	0	0.000572984	0.000572984	0
ASV2053	0.001289214	0	0	0	0	0
ASV2915	0	0	0	0.003437903	0	0
ASV1994	0	0	0	0	0	0
ASV4761	0	0	0	0	0	0
ASV1092	0.000859476	0.000286492	0	0	0.000572984	0
ASV2597	0.001289214	0	0	0	0	0
ASV3258	0	0	0	0	0	0
ASV4266	0	0	0	0	0.001575705	0
ASV2098	0	0	0	0	0	0
ASV3150	0	0	0	0.000143246	0	0
ASV3975	0	0	0.001002722	0	0	0
ASV940	0	0.002291935	0.00071623	0	0.001289214	0.000859476
ASV3625	0	0	0	0	0	0.004010887
ASV3935	0	0	0.004583871	0	0	0
ASV801	0	0	0	0	0	0
ASV2156	0	0	0	0	0	0
ASV4891	0	0	0	0	0	0
ASV1733	0	0.000286492	0	0	0	0
ASV1009	0	0	0	0	0	0
ASV1372	0	0.003151411	0	0	0	0.00071623
ASV162	0	0.006875806	0.006446068	0.002435181	0.004870362	0
ASV105	0.005586592	0.007305544	0.008594757	0.006159576	0.006875806	0.004010887
ASV1610	0	0.000286492	0	0	0	0
ASV3266	0	0	0	0	0	0
ASV4548	0	0	0	0	0.000143246	0
ASV1743	0	0.000286492	0	0	0	0
ASV170	0	0.002148689	0.004297379	0.006875806	0.003867641	0.010743446
ASV4317	0	0	0	0	0.000429738	0
ASV2111	0	0	0	0	0	0
ASV3742	0	0	0	0	0	0.000429738
ASV2436	0	0	0	0	0	0
ASV368	0	0	0	0	0	0
ASV370	0.000429738	0	0	0	0	0
ASV1393	0	0.003437903	0	0	0	0.001575705
ASV2574	0.002291935	0	0	0	0	0
ASV176	0.002148689	0.001145968	0.003008165	0.00673256	0.003724395	0.007592036
ASV694	0	0	0	0	0	0
ASV1150	0	0	0	0	0	0
ASV457	0	0	0	0	0	0
ASV1921	0	0	0	0	0	0
ASV2422	0	0	0	0	0	0
ASV3188	0	0	0	0.000143246	0	0
ASV3710	0	0	0	0	0.001002722	0.000572984
ASV797	0	0	0	0	0	0
ASV1405	0	0.002864919	0	0	0	0
ASV1152	0	0	0	0	0	0
ASV461	0	0	0	0	0	0.002005443
ASV2394	0	0	0	0	0	0
ASV4842	0	0	0	0	0	0
ASV639	0	0	0	0	0	0
ASV1299	0	0	0	0	0	0
ASV1844	0	0	0	0	0	0
ASV1278	0	0	0	0	0	0
ASV1586	0	0.000572984	0	0	0	0
ASV874	0.004297379	0	0.002435181	0.001862197	0.001145968	0
ASV397	0	0	0	0	0	0
ASV1704	0	0.000286492	0	0	0	0
ASV183	0.002005443	0.004010887	0.004727116	0	0.002864919	0.012605644
ASV4612	0	0	0	0	0	0
ASV2320	0	0	0	0	0	0
ASV4078	0	0	0.000429738	0	0	0
ASV2969	0	0	0	0.001002722	0	0
ASV3303	0	0	0	0	0	0
ASV1273	0.00071623	0	0	0	0	0
ASV2662	0.000572984	0	0	0	0	0
ASV3729	0	0	0	0	0	0.000143246
ASV1555	0	0.00071623	0	0	0	0
ASV4675	0	0	0	0	0	0
ASV2005	0	0	0	0	0	0
ASV4598	0	0	0	0	0	0
ASV1998	0	0	0	0	0	0
ASV1816	0	0	0	0	0	0
ASV2926	0	0	0	0.002435181	0	0
ASV2299	0	0	0	0	0	0
ASV898	0	0	0.001862197	0	0.001002722	0
ASV2761	0.000429738	0	0	0	0	0
ASV123	0.002721673	0	0.005443346	0.001289214	0	0.005873084
ASV900	0	0	0	0	0	0
ASV2991	0	0	0	0.000859476	0	0
ASV3639	0	0	0	0	0	0.002435181
ASV2998	0	0	0	0.001002722	0	0
ASV3238	0	0	0	0.000286492	0	0
ASV2767	0.000429738	0	0	0	0	0
ASV1901	0	0	0	0	0	0
ASV284	0.003151411	0.002005443	0.000429738	0.000859476	0.000572984	0.002291935
ASV1899	0	0	0.001145968	0	0.00071623	0.000429738
ASV4860	0	0	0	0	0	0
ASV1467	0	0.001002722	0	0	0.00071623	0
ASV2293	0	0	0	0	0	0
ASV834	0	0	0	0.00601633	0	0.014038103
ASV3389	0	0	0	0	0	0
ASV4309	0	0	0	0	0.000429738	0
ASV4835	0	0	0	0	0	0
ASV2719	0.000286492	0	0	0	0	0
ASV4358	0	0	0	0	0.000572984	0
ASV789	0	0	0	0	0	0
ASV3957	0	0	0.000859476	0	0	0
ASV53	0.010313709	0.004297379	0.00744879	0.014754333	0.008165019	0.015184071
ASV121	0.00601633	0.005586592	0.004727116	0.003151411	0.003724395	0.00673256
ASV4053	0	0	0.00071623	0	0	0
ASV2861	0.000143246	0	0	0	0	0
ASV4755	0	0	0	0	0	0
ASV4685	0	0	0	0	0	0
ASV2716	0.000572984	0	0	0	0	0
ASV2898	0.000143246	0	0	0	0	0
ASV4087	0	0	0.000143246	0	0	0
ASV2774	0.000572984	0	0	0	0	0
ASV3923	0	0	0	0	0	0.000143246
ASV4148	0	0	0.000286492	0	0	0
ASV2855	0.000286492	0	0	0	0	0
ASV692	0	0	0	0	0	0
ASV975	0	0	0	0	0	0
ASV4163	0	0	0.000143246	0	0	0
ASV4310	0	0	0	0	0.000572984	0
ASV1355	0	0	0	0	0	0
ASV4050	0	0	0.000572984	0	0	0
ASV2931	0	0	0	0.002578427	0	0
ASV4189	0	0	0.000429738	0	0	0
ASV4662	0	0	0	0	0	0
ASV4428	0	0	0	0	0.000429738	0
ASV2945	0	0	0	0.001862197	0	0
ASV4729	0	0	0	0	0	0
ASV549	0	0	0	0.001289214	0	0
ASV2626	0.001289214	0	0	0	0	0
ASV3081	0	0	0	0.000286492	0	0
ASV4818	0	0	0	0	0	0
ASV1828	0	0	0	0	0	0
ASV4681	0	0	0	0	0	0
ASV3954	0	0	0.001575705	0	0	0
ASV3027	0	0	0	0.001002722	0	0
ASV2889	0.000286492	0	0	0	0	0
ASV3159	0	0	0	0.000286492	0	0
ASV1703	0	0.000143246	0	0.000859476	0	0.000429738
ASV1141	0.003581149	0.000572984	0	0	0.000286492	0
ASV2932	0	0	0	0.002005443	0	0
ASV1684	0	0.000429738	0	0	0	0
ASV4262	0	0	0	0	0.001002722	0
ASV939	0.000286492	0.001002722	0.000143246	0.000859476	0.001289214	0.001862197
ASV1439	0	0.00143246	0	0	0	0
ASV2535	0	0	0	0	0	0
ASV136	0.00601633	0.001289214	0.003724395	0.004870362	0.003581149	0.002578427
ASV4000	0	0	0.00071623	0	0	0
ASV1389	0.009454233	0.003151411	0.006302822	0	0.010313709	0
ASV1817	0	0	0	0	0	0
ASV251	0	0	0	0	0	0
ASV1989	0	0	0	0.000143246	0	0
ASV948	0.002005443	0.004440625	0	0.001575705	0.001862197	0.004870362
ASV399	0	0	0.000429738	0.000286492	0	0
ASV1203	0	0	0	0.00071623	0.001145968	0
ASV4621	0	0	0	0	0	0
ASV3774	0	0	0	0	0.000143246	0.000572984
ASV2613	0.001002722	0	0	0	0	0
ASV4741	0	0	0	0	0	0
ASV3348	0	0	0	0	0	0
ASV3745	0	0	0	0	0	0.00071623
ASV3160	0	0	0	0.000286492	0	0
ASV2693	0.001002722	0	0	0	0	0
ASV708	0	0	0	0	0	0
ASV404	0	0	0.000572984	0	0	0
ASV561	0	0	0	0.001718951	0	0
ASV4019	0	0	0.001002722	0	0	0
ASV4052	0	0	0.000429738	0	0	0
ASV4344	0	0	0	0	0.000572984	0
ASV518	0	0	0	0	0	0
ASV2193	0	0	0	0	0	0
ASV4687	0	0	0	0	0	0
ASV2879	0.000143246	0	0	0	0	0
ASV890	0	0	0	0	0.00071623	0.001575705
ASV1630	0	0.000429738	0	0	0	0
ASV3061	0	0	0	0.000572984	0	0
ASV964	0	0	0	0	0	0
ASV2593	0.002291935	0	0	0.00071623	0	0
ASV142	0	0.004010887	0.002721673	0.002864919	0.002435181	0.003008165
ASV271	0	0	0	0	0	0
ASV1008	0	0	0	0	0	0
ASV3990	0	0	0.001002722	0	0	0
ASV1482	0	0.000859476	0	0.000286492	0	0
ASV3687	0	0	0	0	0	0.000286492
ASV868	0	0	0	0	0	0
ASV3204	0	0	0	0.000143246	0	0
ASV2804	0.000429738	0	0	0	0	0
ASV1730	0	0.000286492	0	0	0	0
ASV1449	0	0.001289214	0	0	0.001145968	0
ASV2772	0.000429738	0	0	0	0	0
ASV495	0	0	0	0.001575705	0.001575705	0.000572984
ASV1114	0	0	0	0	0	0
ASV2880	0.000143246	0	0	0	0	0
ASV484	0.000429738	0	0.000286492	0.000286492	0	0.000286492
ASV1475	0.000286492	0.00071623	0	0	0	0
ASV407	0	0	0	0	0	0.001145968
ASV1617	0	0.000572984	0	0	0	0
ASV4689	0	0	0	0	0	0
ASV3640	0	0	0	0	0	0.002291935
ASV2533	0	0	0	0	0	0
ASV3237	0	0	0	0.000143246	0	0
ASV1895	0	0	0.000143246	0	0.000143246	0
ASV3768	0	0	0	0	0	0.000429738
ASV286	0	0	0.001145968	0	0.001575705	0.002148689
ASV606	0	0	0	0	0	0
ASV4783	0	0	0	0	0	0
ASV4827	0	0	0	0	0	0
ASV3282	0	0	0	0	0	0
ASV3424	0	0	0	0	0	0
ASV1201	0	0	0.00143246	0.001145968	0	0
ASV2447	0	0	0	0	0	0
ASV585	0	0	0	0	0	0
ASV3268	0	0	0	0	0	0
ASV4809	0	0	0	0	0	0
ASV4072	0	0	0.000286492	0	0	0
ASV4435	0	0	0	0	0.000286492	0
ASV1543	0	0.00071623	0	0	0	0.00071623
ASV762	0	0	0	0	0	0
ASV1710	0	0.000143246	0	0.000286492	0	0
ASV4508	0	0	0	0	0.000143246	0
ASV866	0	0	0	0	0	0
ASV2057	0	0	0	0.003581149	0	0
ASV1832	0	0	0	0	0	0
ASV1322	0	0	0	0	0	0
ASV1306	0	0	0	0	0	0
ASV4363	0	0	0	0	0.000572984	0
ASV3139	0	0	0	0.000143246	0	0
ASV3932	0	0	0.004583871	0	0	0
ASV2833	0.000286492	0	0	0	0	0
ASV1553	0	0.000572984	0	0	0	0
ASV1593	0	0.000429738	0	0.00071623	0	0
ASV296	0.00143246	0	0	0	0.000572984	0
ASV278	0.004583871	0.001718951	0.004297379	0.002435181	0.002864919	0
ASV4160	0	0	0.000286492	0	0	0
ASV3982	0	0	0.001575705	0	0	0
ASV369	0	0	0	0	0.002005443	0
ASV2883	0.000143246	0	0	0	0	0
ASV852	0	0.012175906	0.011459676	0.00673256	0.007305544	0
ASV1649	0	0.000143246	0	0	0.000859476	0.001862197
ASV2581	0.002864919	0	0	0	0	0
ASV1909	0	0	0.00071623	0	0	0
ASV2306	0	0	0	0	0	0
ASV3716	0	0	0	0	0	0.000572984
ASV3789	0	0	0	0	0	0.000429738
ASV981	0	0	0	0	0	0.000429738
ASV424	0	0.000859476	0	0	0.002435181	0
ASV118	0	0.000286492	0.000572984	0	0.001575705	0.002721673
ASV1879	0	0	0	0	0.00143246	0
ASV2365	0	0	0	0	0	0
ASV3695	0	0	0	0	0	0.000572984
ASV1058	0	0	0	0	0	0
ASV1471	0	0.000859476	0	0.001002722	0	0
ASV571	0	0	0	0	0	0
ASV3907	0	0	0	0	0	0.000143246
ASV1558	0	0.000429738	0.000286492	0	0	0
ASV3738	0	0	0	0	0	0.000572984
ASV2339	0	0	0	0	0	0
ASV1716	0	0.000143246	0	0	0	0
ASV2992	0	0	0	0.00071623	0	0
ASV1934	0	0	0	0	0	0
ASV43	0.008881249	0.003437903	0.009883971	0.001862197	0.00673256	0.006302822
ASV356	0	0	0	0	0	0
ASV4699	0	0	0	0	0	0
ASV60	0.00601633	0	0.002864919	0.006875806	0.005729838	0.001718951
ASV3283	0	0	0	0	0.001575705	0.002148689
ASV1598	0	0.000286492	0	0	0	0
ASV1665	0	0.000429738	0	0	0	0
ASV3245	0	0	0	0.000143246	0	0
ASV1291	0	0	0	0	0	0
ASV4664	0	0	0	0	0	0
ASV4443	0	0	0	0	0.000143246	0
ASV1916	0	0	0	0	0	0
ASV2491	0.000143246	0	0	0	0	0.000286492
ASV4020	0	0	0.00071623	0	0	0
ASV841	0	0.00143246	0	0	0	0
ASV2308	0	0	0	0	0	0
ASV1189	0	0	0	0	0	0
ASV994	0	0	0	0	0	0
ASV3048	0	0	0	0.000286492	0	0
ASV2585	0.001718951	0	0	0.004010887	0	0
ASV4447	0	0	0	0	0.000429738	0
ASV1604	0	0.000286492	0	0	0	0
ASV1552	0	0.00071623	0	0	0	0
ASV232	0.00143246	0.002721673	0	0	0.003294657	0
ASV184	0.002005443	0	0.002578427	0.001718951	0.001718951	0.002435181
ASV4788	0	0	0	0	0	0
ASV1768	0	0.000143246	0	0	0	0
ASV4573	0	0	0	0	0.000286492	0
ASV3944	0	0	0.002578427	0	0	0
ASV4247	0	0	0	0	0.002148689	0
ASV3646	0	0	0	0	0	0.001145968
ASV721	0	0	0	0	0	0
ASV3350	0	0	0	0	0	0
ASV3393	0	0	0	0	0	0
ASV1437	0	0.001289214	0	0	0	0
ASV1123	0	0	0	0	0	0
ASV4570	0	0	0	0	0.000143246	0
ASV4744	0	0	0	0	0	0
ASV383	0	0.001002722	0	0	0	0
ASV447	0	0	0	0	0	0
ASV3028	0	0	0	0.00071623	0	0
ASV4390	0	0	0	0	0.000143246	0
ASV1093	0	0.000143246	0	0	0.001862197	0
ASV2821	0.000286492	0	0.000572984	0.000429738	0	0
ASV3942	0	0	0.002435181	0	0	0
ASV1304	0	0	0	0	0	0
ASV1127	0	0	0	0	0	0
ASV4018	0	0	0.00071623	0	0	0
ASV4528	0	0	0	0	0.000143246	0
ASV3680	0	0	0	0	0	0.001145968
ASV4361	0	0	0	0	0.000572984	0
ASV1185	0	0	0	0	0	0
ASV1734	0	0.000286492	0	0	0	0
ASV4746	0	0	0	0	0	0
ASV2413	0	0	0	0	0	0
ASV1573	0	0.000429738	0	0	0.000286492	0
ASV4665	0	0	0	0	0	0
ASV4576	0	0	0	0	0.000286492	0
ASV4038	0	0	0.000429738	0	0	0
ASV3558	0	0	0	0	0	0
ASV4798	0	0	0	0	0	0
ASV1146	0	0	0	0	0	0
ASV622	0	0	0	0	0	0
ASV830	0	0	0	0	0	0.000286492
ASV3997	0	0	0.000859476	0	0	0
ASV267	0	0.002578427	0.002291935	0.001862197	0.001145968	0.001289214
ASV1628	0	0.000572984	0	0	0	0
ASV2607	0.001145968	0	0.004440625	0	0.002005443	0.001002722
ASV2994	0	0	0	0.000429738	0	0
ASV2980	0	0	0	0.001289214	0	0
ASV39	0.003008165	0	0	0	0	0
ASV3999	0	0	0.00143246	0	0	0
ASV2238	0	0	0	0	0	0
ASV1591	0	0.000286492	0.000286492	0	0	0
ASV3274	0	0	0	0	0	0
ASV1751	0	0.000429738	0	0	0	0
ASV86	0.003581149	0.004870362	0.005443346	0.006446068	0.003867641	0.015613809
ASV1977	0	0	0	0	0	0
ASV3166	0	0	0	0.000286492	0	0
ASV4631	0	0	0	0	0	0
ASV4700	0	0	0	0	0	0
ASV3798	0	0	0	0	0	0.000286492
ASV3754	0	0	0	0	0	0.000572984
ASV225	0.001575705	0	0.002148689	0.002291935	0.003008165	0
ASV4386	0	0	0	0	0.000143246	0
ASV3987	0	0	0.001002722	0	0	0
ASV3205	0	0	0	0.000143246	0	0
ASV73	0.005156854	0.008738003	0.012462398	0.00673256	0.011173184	0.005156854
ASV4421	0	0	0	0	0.000286492	0
ASV4875	0	0	0	0	0	0
ASV675	0	0	0	0	0	0
ASV4715	0	0	0	0	0	0
ASV4701	0	0	0	0	0	0
ASV1325	0	0	0	0	0	0
ASV1769	0	0.000286492	0	0	0	0
ASV1478	0	0.000572984	0	0	0	0.002291935
ASV1474	0	0.001145968	0	0	0	0
ASV4366	0	0	0	0	0.000429738	0
ASV1907	0	0	0	0	0.000286492	0
ASV2599	0.00143246	0	0	0	0.000859476	0
ASV1065	0.00071623	0	0	0	0	0
ASV1106	0	0	0	0	0	0
ASV2701	0.000572984	0	0	0	0	0
ASV3287	0	0	0	0	0	0
ASV3439	0	0	0	0	0	0
ASV358	0	0.00071623	0	0	0	0
ASV899	0.000286492	0	0	0.001145968	0	0
ASV3661	0	0	0	0	0	0.001289214
ASV1621	0	0.000429738	0.000286492	0	0	0
ASV3467	0	0	0	0	0	0
ASV4332	0	0	0	0	0.000572984	0
ASV849	0	0	0	0	0	0
ASV4841	0	0	0	0	0	0
ASV1182	0	0	0	0	0	0
ASV1081	0	0	0	0	0	0
ASV4002	0	0	0.000859476	0	0	0
ASV78	0	0	0.002148689	0.008738003	0.004154133	0
ASV3382	0	0	0	0	0	0
ASV500	0	0	0	0	0	0
ASV2004	0	0	0	0	0	0
ASV4614	0	0	0	0	0	0
ASV2967	0	0	0.001862197	0.00143246	0	0
ASV2204	0	0	0	0	0	0
ASV7	0.026357255	0.026500501	0.036957456	0.021486893	0.022776107	0.013035382
ASV3416	0	0	0	0	0	0
ASV2595	0.001575705	0	0	0	0	0
ASV3601	0	0	0	0	0	0
ASV4415	0	0	0	0	0.000572984	0
ASV873	0	0	0	0	0	0
ASV1608	0	0.000143246	0	0	0	0
ASV2796	0.000429738	0	0	0	0	0
ASV2764	0.000286492	0	0	0	0	0
ASV1931	0	0	0	0	0	0
ASV3711	0	0	0	0	0	0.000859476
ASV3803	0	0	0	0	0.001862197	0.000286492
ASV2094	0	0	0	0	0	0
ASV1705	0	0.000143246	0	0	0.000429738	0
ASV1845	0	0	0.001575705	0	0	0
ASV1803	0	0.000143246	0	0	0	0
ASV4516	0	0	0	0	0.000143246	0
ASV1713	0	0.000286492	0	0	0	0
ASV4091	0	0	0.000143246	0	0	0
ASV392	0	0	0	0	0	0
ASV2815	0.000286492	0	0	0	0	0
ASV1121	0	0	0	0	0	0
ASV3398	0	0	0	0	0	0
ASV340	0	0	0	0	0	0
ASV2126	0	0	0	0	0	0
ASV2865	0.000143246	0	0	0	0	0
ASV4424	0	0	0	0	0.000286492	0
ASV2437	0	0	0	0	0	0
ASV10	0.027216731	0.044549491	0.042544048	0.014467841	0.033806045	0.02334909
ASV2720	0.00071623	0	0	0	0	0
ASV513	0	0	0	0.000143246	0	0
ASV734	0	0	0	0	0	0
ASV3575	0	0	0	0	0	0
ASV1012	0.000286492	0.002291935	0.001002722	0.00071623	0.001718951	0
ASV1062	0	0	0	0.000429738	0	0
ASV959	0	0	0	0	0	0
ASV3787	0	0	0	0	0	0.000429738
ASV1038	0	0	0	0	0	0
ASV450	0	0	0	0	0	0
ASV2178	0	0	0	0	0	0
ASV4191	0	0	0.000143246	0	0	0
ASV56	0.008881249	0.006875806	0.006159576	0.006159576	0.008594757	0.050565822
ASV2003	0	0	0	0	0	0
ASV1257	0	0	0	0	0	0
ASV2104	0	0	0	0	0	0
ASV3652	0	0	0	0	0	0.002291935
ASV23	0.009883971	0.01203266	0.012605644	0.011459676	0.013751612	0.009024495
ASV4258	0	0	0	0	0.00143246	0
ASV231	0	0	0	0	0	0
ASV3953	0	0	0.001718951	0	0	0
ASV655	0	0	0	0	0	0
ASV2257	0.003437903	0	0	0	0.003008165	0
ASV4026	0	0	0.000286492	0	0	0
ASV1910	0	0	0	0	0	0
ASV4752	0	0	0	0	0	0
ASV2412	0	0	0	0	0	0
ASV1596	0	0.000143246	0.000429738	0	0	0
ASV4653	0	0	0	0	0	0
ASV1753	0	0.000429738	0	0	0	0
ASV1331	0	0	0	0	0	0
ASV2269	0	0	0	0	0	0
ASV2372	0	0	0	0	0	0
ASV3013	0	0	0	0.001002722	0	0
ASV3113	0	0	0	0.000429738	0	0
ASV4190	0	0	0.000143246	0	0	0
ASV2651	0.000572984	0	0	0.000572984	0	0
ASV2093	0	0	0	0	0	0
ASV1877	0	0	0	0	0	0
ASV4257	0	0	0	0	0.00143246	0
ASV4353	0	0	0	0	0.000286492	0
ASV3800	0	0	0	0	0	0.000143246
ASV1659	0	0.000286492	0	0	0	0
ASV2656	0.00071623	0	0	0	0	0
ASV1738	0	0.000143246	0	0	0	0
ASV2829	0.000286492	0	0	0	0	0
ASV4088	0	0	0.000572984	0	0	0
ASV732	0	0	0	0	0	0
ASV2018	0.000286492	0	0.000572984	0	0	0
ASV1224	0	0	0	0	0	0
ASV512	0	0	0	0	0	0
ASV2525	0	0	0	0	0	0
ASV1184	0	0	0	0	0	0
ASV1825	0	0	0	0	0	0
ASV4085	0	0	0.000143246	0	0	0
ASV4387	0	0	0	0	0.000286492	0
ASV579	0	0.00071623	0	0	0	0
ASV2528	0	0	0	0	0	0
ASV4176	0	0	0.000286492	0	0	0
ASV349	0	0	0	0	0	0
ASV3187	0	0	0	0.000286492	0	0
ASV422	0	0	0	0	0	0
ASV1930	0	0	0	0	0.001002722	0.001289214
ASV3632	0	0	0	0	0	0.002721673
ASV3809	0	0	0	0	0	0.000286492
ASV4855	0	0	0	0	0	0
ASV3582	0	0	0	0	0	0
ASV2048	0	0	0	0	0	0
ASV1891	0	0	0	0	0	0
ASV3741	0	0	0	0	0	0.000429738
